Eixo Temático;Tópico / Subtópico;Descrição Detalhada (conforme seu material)
1. Relações Internacionais: conceitos básicos, atores, processos, instituições e paradigmas teóricos;Idealismo vs. Realismo;Dos “14 Pontos” de Wilson ao caráter realista da ONU e seus agentes atuais.
;Armadilha de Tucídides;Aplicação ao relacionamento contemporâneo entre EUA e China.
;Mackinder e o “Pivô Geográfico da História”;Aplicação aos objetivos estratégicos atuais de EUA, China e Rússia.
;Ordem e poder no mundo atual;Disjunção entre ordem e poder diante de uma suposta crise sistêmica do ordenamento internacional.
;Unipolaridade e multipolaridade;A configuração do sistema internacional pós-Guerra Fria.
2. A política externa brasileira: evolução desde 1945, principais vertentes e linhas de ação;Evolução 1945-1989;Governos Dutra e Vargas ao regime militar e redemocratização com Sarney.
;Araújo Castro e o TNP;O entendimento sobre o “congelamento do poder mundial” e a posição brasileira sobre o TNP.
;Pragmatismo Responsável e Ecumênico (governo Geisel);Antecedentes e principais linhas de ação.
;Joaquim Nabuco e a imagem externa do Brasil;Visão sobre a “grandeza” de um país e o papel da diplomacia.
;Diplomacia pública brasileira;Princípios e meios de aprimoramento.
;Idealismo como horizonte;Desafios para conciliar interesses socioeconômicos com o idealismo na política externa.
;Continuidade e inovação;Contrastes com a PEI (Política Externa Independente) e o Pragmatismo Responsável.
;Multilateralismo para o Brasil;Importância e estratégias de fortalecimento dessa dimensão.
;Conferências de cúpula (pós-anos 90);Impacto nos objetivos estratégicos do Brasil.
3. O Brasil e a América do Sul (Integração, MERCOSUL e iniciativas físicas/defesa);Evolução do MERCOSUL e UNASUL;Complementaridade na política externa atual.
;Cláusula democrática do MERCOSUL;Fundamentos, evolução e perspectivas.
;MERCOSUL e novas parcerias internacionais do Brasil;Papel e funcionalidade.
;Multinacionais brasileiras na integração sul-americana;Papel no processo de integração.
;Iniciativas brasileiras na América do Sul;Comunidade Sul-Americana de Nações e outras.
;Tratado de Cooperação Amazônica (TCA);Importância para a integração regional.
4. Argentina: política externa e relações com o Brasil;Relações bilaterais (1945-1980);Período de 1945 a 1980.
;Governo Mauricio Macri;Política externa argentina e evolução das relações bilaterais e no MERCOSUL.
;Agenda bilateral diversificada;Cooperação em reatores nucleares, indústria de defesa e integração física.
;Cooperação nuclear Brasil-Argentina;Marcos institucionais.
6. Estados Unidos da América: política externa e relações com o Brasil;Relações bilaterais Brasil-EUA;Evolução recente e perspectivas.
;Doutrina Bush e terrorismo;Consequências no âmbito multilateral.
;Relacionamento EUA-Irã;Foco no programa nuclear iraniano.
;Papel dos EUA na integração da Europa Ocidental;Plano Marshall e Pacto Atlântico.
7. União Europeia: origens, evolução, estrutura e relações com o Brasil;Desafios da integração europeia;Marco de seus cinquenta anos.
;Alargamento da UE;Impactos para relações políticas e econômicas com o Brasil.
;Trajetória da UE (mercado comum e moeda única);Perspectivas para relações com o MERCOSUL e o Brasil.
8. Rússia: política externa e relações com o Brasil;(Abordagem transversal);Tratada em geopolítica e grupos como BRICS (sem questão discursiva exclusiva).
9. África: política externa e relações com o Brasil;Relações Brasil-África;Paradigma universalista desde anos 60, objetivos atuais e cooperação em defesa com Angola.
;Política africana do Brasil nos anos 70;Desafios diplomáticos para aproximação efetiva.
;Governo Lula e a África;Relevância do continente na política externa.
10. O Brasil e a Ásia (China, Índia e Japão);Ascensão da China;Desafios e oportunidades para o Brasil (comercial, financeiro, ambiental).
;Relações sino-japonesas;Implicações para o sistema multilateral e as Nações Unidas.
;Inserção regional da China (pós-anos 90);Variáveis envolvidas na “ascensão pacífica”.
;Relação bilateral Brasil-China;Sentido estratégico e diferentes dimensões.
;Relações Brasil-Japão;Comparação entre a década de 70 e o período atual (comércio, investimentos, vínculos humanos).
11. O Brasil e o Oriente Médio;Relações Brasil-Líbano;Linhas de ação e ajuda humanitária após explosão em Beirute (2020).
;Brasil na UNIFIL (Força-Tarefa Marítima);Participação e prioridades em segurança marítima.
;Conflito na Síria;Tratamento internacional e funções do Conselho de Segurança da ONU.
13. O Brasil e a agenda internacional;;
13.1 Multilateralismo universal (ONU e conferências);Responsabilidade de Proteger (R2P);Surgimento, pilares e aplicação no caso da Líbia.
;Diplomacia brasileira em negociações comerciais;Participação em coalizões desde os anos 80.
13.2 e 13.4 Desenvolvimento Sustentável e Meio Ambiente;Clima e desenvolvimento;UNFCCC, Quioto, Acordo de Paris e papel do Brasil na COP30.
;Mudanças climáticas no Ártico;Impactos na exploração econômica e competição entre potências.
;Desenvolvimento na agenda da ONU;Posicionamento histórico da diplomacia brasileira.
;Agenda pós-2015 (Rio+20);Integração de aspectos econômicos, sociais e ambientais.
;Negociações sobre mudança do clima;Evolução da posição brasileira (especialmente COP-15).
;Biocombustíveis;Importância para agendas de meio ambiente e combate à fome.
13.5 Mar, espaço e Antártida;Amazônia Azul;Interesses estratégicos no Atlântico Sul (ZOPACAS e PROSUB).
;ZOPACAS;Instrumento de promoção e defesa dos interesses brasileiros no Atlântico Sul.
13.6 Direitos humanos e políticas de identidade;Agenda “Mulheres, Paz e Segurança”;Resolução 1325 do CSNU e participação de mulheres brasileiras em missões de paz.
;Direitos humanos na diplomacia brasileira (anos 90);Conceito e condicionamento na ação externa.
13.8 Comércio internacional e OMC;OMC pós-crise de 2008;Protecionismo e proliferação de acordos regionais.
;Regionalismo comercial;Adequação ao regime da OMC e o caso da Parceria Trans-Pacífico (TPP).
;Crise de 2008;Impactos nas agendas financeira (G20) e comercial (Rodada Doha).
13.9 Sistema financeiro internacional;Brasil e emergentes no G20 Financeiro;Papel na reforma da arquitetura financeira global.
13.10 Desarmamento e não proliferação;TPAN vs. TNP;Razões da liderança brasileira na adoção do Tratado sobre a Proibição de Armas Nucleares.
;Questão nuclear na política externa brasileira;À luz da Estratégia Nacional de Defesa.
;Não proliferação e terrorismo;Regimes de não proliferação de ADM frente à ameaça do terrorismo.
13.13 Narcotráfico, crime transnacional e cibernético;Internet e segurança cibernética;Convenção de Budapeste e Estratégia Nacional de Segurança Cibernética (E-Ciber).
;Narcotráfico;Participação brasileira na cooperação internacional (regional e global).
13.14 Reforma das Nações Unidas;Reforma do Conselho de Segurança;Conformação histórica, posição brasileira e atores envolvidos.
13.15 Operações de paz das Nações Unidas;Brasil na FTM-UNIFIL;Papel e histórico de participação.
;Evolução histórica da participação brasileira;Sete décadas e relação com documentos de defesa nacional.
;Riscos e oportunidades das operações de paz;Para a política externa brasileira.
;Missão de paz no Haiti;Motivações para o engajamento brasileiro.
15. Formação de blocos econômicos e acordos comerciais;Adesão do Brasil à OCDE;Caracterização, histórico desde anos 90 e benefícios.
;Grandes processos de negociação comercial;Identificação e importância para o Brasil.
16. A dimensão da segurança na política exterior do Brasil;Iniciativas no Atlântico Sul;Paz, segurança e desenvolvimento (PND e PROSUB).
;Participação em missões de paz da ONU;À luz da Estratégia Nacional de Defesa.
17. Brasil e coalizões internacionais: G-20, IBAS e BRICS;Surgimento de novos atores;Mudanças estruturais (Brasil, China, Índia) e mecanismos de coordenação financeira/comercial.
;BRIC/BRICS;Definição e participação nos regimes globais de comércio, clima e segurança.
;Papel do Brasil em grupos Sul-Sul;UNASUL, CELAC, BRICS, IBAS, AFRAS, ASPA.
;Aproximação com grandes países emergentes;Interesses que orientam essa perspectiva.
;Iniciativas concertadas (início do governo Lula);Com China, Índia, Rússia e África do Sul.
18. O Brasil e a cooperação Sul-Sul;Cooperação brasileira para o desenvolvimento;Características, condicionantes e implicações (técnica e humanitária).
;Cúpula América do Sul – Países Árabes (ASPA);Fundamentos da aproximação.
Extras (temas transversais);Disjunção entre ordem e poder;Como crise sistêmica de transição na regulação econômica e política global.
;O que define uma “grande potência”;Ferramentas para um país “ser grande” no sistema internacional.
;Impacto das conferências de cúpula;Na agenda dos Chefes de Executivo e nas chancelarias desde os anos 90.
